Track Name,Artist Name(s),Album Name,Album Artist Name(s),Track Duration (ms),Danceability,Energy,Loudness,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,simplified_genre
How You Remind Me,Nickelback,"The Best of Nickelback, Vol. 1",Nickelback,224173,0.432,0.795,-4.023,0.0321,0.00128,0,0.101,0.519,172.011,rock
7 Minutes,Dean Lewis,7 Minutes,Dean Lewis,211453,0.613,0.739,-6.478,0.0311,0.526,0,0.149,0.712,104.966,pop
Daydream Believer,The Monkees,"The Birds, The Bees, & The Monkees",The Monkees,179613,0.51,0.488,-10.304,0.0304,0.256,0,0.11,0.649,125.683,rock
All of You (feat. Diana Ross),"Julio Iglesias, Diana Ross",My Life: The Greatest Hits,Julio Iglesias,237493,0.476,0.587,-8.518,0.0289,0.35,0,0.406,0.518,85.913,pop
Almost Is Never Enough,"Ariana Grande, Nathan Sykes",Yours Truly,Ariana Grande,327773,0.324,0.327,-7.494,0.0409,0.825,0,0.101,0.334,81.328,pop
Most Girls,P!nk,Can't Take Me Home (Expanded Edition),P!nk,298960,0.742,0.732,-6.046,0.0311,0.0424,0.00446,0.101,0.694,97.922,pop
Bedroom Floor,Liam Payne,Bedroom Floor,Liam Payne,188346,0.678,0.679,-7.093,0.0644,0.301,1.36e-4,0.112,0.218,119.977,pop
Burnin' Up,Jonas Brothers,Pop It / Rock It,Various Artists,173986,0.669,0.943,-4.125,0.073,0.0282,0,0.447,0.857,114.014,pop
Sweet Home Alabama,Lynyrd Skynyrd,Second Helping (Expanded Edition),Lynyrd Skynyrd,283800,0.596,0.605,-12.145,0.0255,0.181,3.31e-4,0.0863,0.886,97.798,rock
Dancing In the Dark,Bruce Springsteen,Born In The U.S.A.,Bruce Springsteen,241306,0.527,0.942,-5.64,0.0366,0.0115,0,0.188,0.495,148.723,rock
April Sun in Cuba,Dragon,Running Free,Dragon,207960,0.786,0.552,-13.885,0.0658,0.0642,3.08e-5,0.299,0.905,121.422,rock
"Alley Cat - Fra Tv-serien ""Omkring Et Flygel""",Bent Fabricius-Bjerre,100 Go'e,Bent Fabricius-Bjerre,151240,0.819,0.369,-8.607,0.0368,0.855,0.723,0.101,0.619,109.951,pop
Lovefool,The Cardigans,First Band On The Moon (Remastered),The Cardigans,193953,0.704,0.636,-6.029,0.0252,0.0344,0,0.35,0.89,111.845,pop
Turn Around (feat. Ne-Yo),"Conor Maynard, Ne-Yo",Contrast,Conor Maynard,232385,0.59,0.874,-2.583,0.0263,0.0179,6.46e-6,0.134,0.607,125.018,pop
Chained To The Wheel - 2007 Remastered,The Black Sorrows,The Essential,The Black Sorrows,237066,0.543,0.857,-4.877,0.042,0.043,4.34e-5,0.0729,0.544,119.817,rock
Jumpstart,These Kids Wear Crowns,Jumpstart,These Kids Wear Crowns,208586,0.575,0.959,-3.695,0.0633,0.0039,4.28e-5,0.294,0.864,143.999,pop
Nothing Like Us,Justin Bieber,Believe Acoustic,Justin Bieber,199800,0.546,0.155,-14.378,0.0428,0.987,6.02e-5,0.18,0.512,72.331,pop
Edge of the Night,Sheppard,Edge of the Night,Sheppard,204210,0.823,0.756,-7.542,0.0572,0.0686,0,0.0631,0.75,114.024,pop
Cruisin' - Single Edit,"Huey Lewis, Gwyneth Paltrow",Greatest Hits: Huey Lewis And The News,Huey Lewis & The News,214306,0.745,0.647,-6.458,0.0442,0.127,0,0.0505,0.821,83.346,pop
I Can't Dance - Remastered 2007,Genesis,We Can't Dance,Genesis,241360,0.916,0.523,-9.733,0.0521,0.432,1.13e-5,0.0488,0.88,107.564,rock
We Can't Stop,Miley Cyrus,Bangerz (Deluxe Version),Miley Cyrus,231240,0.613,0.622,-5.794,0.0334,0.00882,0,0.37,0.484,80.003,pop
Unwell - 2007 Remaster,Matchbox Twenty,Exile on Mainstream,Matchbox Twenty,237266,0.442,0.793,-5.152,0.0347,0.0456,0,0.328,0.437,80.985,pop
Paradise,Coldplay,Mylo Xyloto,Coldplay,278719,0.449,0.585,-6.761,0.0268,0.0509,8.75e-5,0.0833,0.212,139.631,pop
Think About Us (feat. Ty Dolla $ign),"Little Mix, Ty Dolla $ign",Think About Us (feat. Ty Dolla $ign),Little Mix,234434,0.511,0.795,-3.714,0.146,0.0845,0,0.102,0.432,175.987,pop
Bitter Desire,Kids In The Kitchen,Shine,Kids In The Kitchen,228333,0.606,0.61,-13.231,0.0407,0.407,7.59e-4,0.0553,0.834,119.212,rock
Black Betty,Ram Jam,The Very Best Of Ram Jam,Ram Jam,237893,0.465,0.865,-9.573,0.098,0.018,0.00135,0.0769,0.677,117.528,rock
Impossible,Daniel Merriweather,Love & War (Nokia Exclusive),Daniel Merriweather,259826,0.741,0.935,-3.709,0.0401,0.011,0.00106,0.162,0.928,120.021,pop
Bless You,Tony Orlando,Pure... '60s,Various Artists,127066,0.491,0.458,-9.567,0.0359,0.518,0,0.108,0.811,125.619,pop
Well...All Right,Buddy Holly,The Definitive Collection,Buddy Holly,132800,0.728,0.487,-11.768,0.0424,0.441,0.00134,0.24,0.922,124.544,rock
Surfin' Safari - Mono/Remastered 2001,The Beach Boys,Surfin' Safari (Remastered),The Beach Boys,126640,0.542,0.785,-5.251,0.0439,0.795,2.3e-5,0.102,0.967,158.37,rock
Melting Pot,Blue Mink,Melting Pot - The Best of Blue Mink,Blue Mink,227640,0.376,0.641,-9.239,0.0763,0.19,0,0.096,0.693,172.735,pop
Polaroid,"Jonas Blue, Liam Payne, Lennon Stella",Blue,Jonas Blue,193377,0.652,0.898,-4.481,0.0361,0.29,0,0.073,0.472,114.043,pop
Werewolves of London,Warren Zevon,A Quiet Normal Life: The Best of Warren Zevon,Warren Zevon,208173,0.749,0.614,-10.594,0.0264,0.0372,0.00286,0.0603,0.878,103.868,rock
Cheers (Drink To That),Rihanna,Loud,Rihanna,261746,0.572,0.913,-3.626,0.0425,0.018,0,0.293,0.724,79.986,pop
Beast Of Burden - Remastered 1994,The Rolling Stones,Some Girls,The Rolling Stones,265173,0.783,0.878,-3.864,0.0308,0.39,7.78e-4,0.0426,0.885,100.626,rock
Your Loss I'm Found,Jessie J,Sweet Talker (Deluxe Version),Jessie J,217306,0.583,0.744,-4.957,0.0311,0.00927,2.57e-5,0.22,0.528,126.032,pop
Get Together,The Youngbloods,The Youngbloods,The Youngbloods,279280,0.542,0.492,-11.927,0.0256,0.467,0.00105,0.0863,0.58,103.064,rock
Blame It on Me,George Ezra,Wanted on Voyage,George Ezra,195546,0.544,0.745,-3.401,0.0276,0.439,0,0.348,0.455,103.971,pop
"My Heart Will Go On - Love Theme from ""Titanic""",Céline Dion,Let's Talk About Love,Céline Dion,280000,0.428,0.276,-11.729,0.0312,0.732,5.33e-6,0.117,0.0382,99.195,pop
Dawn (Go Away),Frankie Valli & The Four Seasons,Dawn (Go Away) and 11 Other Hits,Frankie Valli & The Four Seasons,167760,0.638,0.605,-6.14,0.0352,0.551,0,0.101,0.869,133.748,pop
Starstrukk,"3OH!3, Katy Perry",Teenage Dream,Katy Perry,203093,0.605,0.795,-6.086,0.0712,0.00153,0,0.207,0.263,139.896,pop
Love Drunk,BOYS LIKE GIRLS,Love Drunk,BOYS LIKE GIRLS,226706,0.44,0.976,-3.17,0.141,0.00177,3.39e-6,0.16,0.412,150.005,pop
Hello Mary Lou (Goodbye Heart),Ricky Nelson,Greatest Love Songs,Ricky Nelson,139280,0.559,0.78,-6.597,0.0328,0.158,6.89e-6,0.0793,0.964,98.661,rock
Get Down Tonight,KC & The Sunshine Band,KC & the Sunshine Band... and More,KC & The Sunshine Band,317106,0.669,0.754,-12.223,0.0279,0.134,0.0069,0.46,0.906,112.683,pop
One Headlight,The Wallflowers,Bringing Down The Horse,The Wallflowers,312587,0.702,0.539,-8.968,0.0277,6.55e-4,0.005,0.0618,0.752,107.531,pop
Everlong,Foo Fighters,Greatest Hits,Foo Fighters,249986,0.415,0.867,-5.497,0.0387,5.69e-5,1.92e-4,0.0883,0.36,157.902,rock
Dancing Queen,ABBA,Arrival,ABBA,230693,0.539,0.884,-6.53,0.0403,0.382,0.00166,0.76,0.752,100.812,pop
Shake It Up,The Cars,Shake It Up,The Cars,215440,0.692,0.74,-7.466,0.0329,0.0723,8.83e-5,0.136,0.864,147.274,rock
T.N.T.,AC/DC,High Voltage,AC/DC,214666,0.754,0.759,-5.218,0.302,0.153,1.08e-4,0.101,0.435,126.366,rock
(Dancin’) On A Saturday Night,Barry Blue,Greatest,Barry Blue,192466,0.709,0.79,-9.435,0.0714,0.0531,3.04e-4,0.167,0.847,124.355,pop
Loud,Stan Walker,Let The Music Play,Stan Walker,204426,0.524,0.854,-4.237,0.122,0.0118,0,0.0861,0.528,122.066,pop
Love Story - US Album Version,Taylor Swift,Fearless (Australian Version),Taylor Swift,235266,0.618,0.741,-3.95,0.031,0.17,0,0.0822,0.296,118.984,pop
Mony Mony - Live,Billy Idol,Mony Mony,Billy Idol,247666,0.536,0.814,-11.762,0.0497,0.00525,0.155,0.787,0.512,141.993,rock
Foreplay / Long Time,Boston,Boston,Boston,467640,0.435,0.657,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,rock
You Ain't Seen Nothing Yet,Bachman-Turner Overdrive,Gold,Bachman-Turner Overdrive,234053,0.467,0.508,-13.048,0.0395,5.38e-4,0.00205,0.132,0.772,118.753,rock
Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Wanz",Thrift Shop (feat. Wanz),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis",235613,0.781,0.526,-6.985,0.293,0.0619,0,0.0457,0.662,94.992,pop
Way Down,Elvis Presley,Elvis 30 #1 Hits,Elvis Presley,157333,0.462,0.87,-6.554,0.076,0.501,1.74e-4,0.28,0.507,148.304,rock
Stay,"Zedd, Alessia Cara",Stay,"Zedd, Alessia Cara",210090,0.69,0.622,-5.025,0.0622,0.253,0,0.116,0.544,102.04,pop
Replay,Zendaya,Zendaya,Zendaya,209186,0.689,0.726,-6.655,0.121,0.0403,8.25e-5,0.29,0.572,140.021,pop
Try Everything,Shakira,Zootopia (Original Motion Picture Soundtrack),Michael Giacchino,196853,0.705,0.609,-4.897,0.0307,0.0257,0,0.0846,0.476,115.474,pop
24K Magic,Bruno Mars,24K Magic,Bruno Mars,225983,0.818,0.803,-4.282,0.0797,0.034,0,0.153,0.632,106.97,pop
(Your Love Has Lifted Me) Higher And Higher,Rita Coolidge,Anytime... Anywhere,Rita Coolidge,241720,0.656,0.646,-9.169,0.0336,0.0575,0.00464,0.16,0.75,117.586,rock
From Yesterday,Thirty Seconds To Mars,A Beautiful Lie,Thirty Seconds To Mars,247373,0.468,0.876,-4.841,0.0692,0.00578,0.00625,0.035,0.13,135.062,rock
Outside,George Michael,Ladies & Gentlemen,George Michael,283426,0.739,0.849,-8.155,0.0365,0.0402,0.00239,0.33,0.918,121.826,pop
Better When I'm Dancin',Meghan Trainor,Better When I'm Dancin',Meghan Trainor,176266,0.756,0.789,-7.002,0.0324,0.53,7.11e-4,0.157,0.873,127.987,pop
Can't Buy Me Love - Remastered 2009,The Beatles,A Hard Day's Night (Remastered),The Beatles,131866,0.483,0.677,-5.91,0.0593,0.283,0,0.321,0.842,170.72,rock
Like I Love You,Justin Timberlake,Justified,Justin Timberlake,283626,0.853,0.811,-4.927,0.0646,0.0439,3.07e-4,0.0703,0.9,114.964,pop
Blow Me (One Last Kiss),P!nk,The Truth About Love,P!nk,255586,0.597,0.919,-2.954,0.0439,1.45e-4,0,0.282,0.729,113.991,pop
Material Girl,Madonna,Like a Virgin,Madonna,240706,0.775,0.616,-12.676,0.0317,0.246,6.77e-6,0.0511,0.98,136.63,pop
Heather,Conan Gray,Kid Krow,Conan Gray,198040,0.357,0.425,-7.301,0.0333,0.584,0,0.322,0.27,102.078,pop
When Your Love Is Gone,Jimmy Barnes,Hits,Jimmy Barnes,314200,0.46,0.77,-3.678,0.0317,0.076,4.06e-5,0.314,0.481,164.009,rock
When I Get There,P!nk,TRUSTFALL,P!nk,200173,0.562,0.403,-5.441,0.0361,0.78,0,0.094,0.548,82.518,pop
Blue Sky Mine - 2011 Remaster,Midnight Oil,Blue Sky Mining (Remastered),Midnight Oil,255600,0.631,0.852,-3.181,0.029,0.0601,1.02e-4,0.144,0.834,132.018,rock
Foreplay / Long Time,Boston,Boston,Boston,467640,0.435,0.657,-8.868,0.0545,0.00983,0.00748,0.0923,0.209,118.704,rock
Dear Mr. President,"P!nk, Indigo Girls",I'm Not Dead,P!nk,273626,0.587,0.395,-7.283,0.0325,0.721,0,0.119,0.328,131.716,pop
Outnumbered,Dermot Kennedy,Outnumbered,Dermot Kennedy,245699,0.614,0.684,-5.79,0.157,0.247,0,0.0976,0.258,156.85,pop
Magic Number,"The Potbelleez, B.o.B",Magic Number,The Potbelleez,237303,0.54,0.937,-2.515,0.064,0.103,0,0.153,0.461,177.985,pop
Sorry,Justin Bieber,Purpose (Deluxe),Justin Bieber,200786,0.654,0.76,-3.669,0.045,0.0797,0,0.299,0.41,99.945,pop
Show No Mercy,Mark Williams,Vanda and Young The Official Songbook,Various Artists,263280,0.675,0.843,-3.774,0.0482,0.109,4.93e-6,0.0851,0.535,121.992,pop
F**kin' Perfect,P!nk,F**kin' Perfect,P!nk,213413,0.563,0.671,-4.788,0.0372,0.0422,0,0.36,0.45,91.965,pop
Heroes (we could be),Alesso,Heroes (we could be),Alesso,209866,0.516,0.749,-4.091,0.0692,0.031,0,0.205,0.356,125.92,pop
She Has to Be Loved,Jenny Morris,Shiver,Jenny Morris,247333,0.713,0.641,-8.269,0.0289,0.142,0.00122,0.169,0.66,108.59,pop
Better Than Me,Hinder,Extreme Behavior,Hinder,223533,0.449,0.682,-5.295,0.029,0.205,0,0.175,0.254,139.924,rock
Flash Delirium,MGMT,Congratulations,MGMT,255906,0.575,0.804,-3.933,0.0626,0.0826,3.63e-4,0.0681,0.399,122.08,rock
Nervous,Gavin James,Bitter Pill,Gavin James,216200,0.516,0.663,-10.783,0.0398,0.375,4.9e-5,0.126,0.149,83.17,pop
Numb,Linkin Park,Meteora,Linkin Park,185586,0.496,0.863,-4.153,0.0381,0.0046,0,0.639,0.243,110.018,rock
Livin' Thing,Electric Light Orchestra,A New World Record,Electric Light Orchestra,212306,0.549,0.651,-7.097,0.0323,0.583,0,0.121,0.368,122.818,rock
Without You (feat. Usher),"David Guetta, Usher",Nothing but the Beat (Ultimate Edition),David Guetta,208133,0.608,0.614,-3.727,0.0285,0.227,4.06e-6,0.157,0.402,127.884,pop
The Loco-Motion - Remastered 2002,Grand Funk Railroad,Shinin' On (Expanded Edition),Grand Funk Railroad,165800,0.456,0.933,-5.212,0.153,0.375,0,0.563,0.367,125.051,rock
Jack and Jill,"Ray Parker Jr., Raydio",The Essential Ray Parker Jr & Raydio,"Ray Parker Jr., Raydio",275213,0.694,0.458,-11.66,0.0295,0.0853,0,0.206,0.386,106.014,rock
Everything I'm Not,The Veronicas,The Secret Life Of...,The Veronicas,201973,0.644,0.751,-4.224,0.0375,0.0027,1.34e-4,0.119,0.621,133.925,pop
The Rain The Park And Other Things,The Cowsills,The Cowsills,The Cowsills,184240,0.376,0.662,-8.771,0.0404,0.809,0.00131,0.683,0.691,131.582,pop
Russians,Sting,Fields Of Gold - The Best Of Sting 1984 - 1994,Sting,236973,0.445,0.422,-11.327,0.0329,0.477,1.37e-5,0.22,0.149,115.567,pop
Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,Distant Light (Expanded Edition),The Hollies,199200,0.757,0.868,-9.326,0.062,0.411,0.00221,0.355,0.815,138.923,rock
Thunder in My Heart Again (Radio Edit),"Meck, Leo Sayer",Thunder in My Heart Again,"Meck, Leo Sayer",189800,0.679,0.922,-4.67,0.0294,2.41e-4,0.69,0.0697,0.806,129.016,rock
as long as you care,Ruel,as long as you care,Ruel,193189,0.55,0.591,-6.833,0.0377,0.00692,0,0.11,0.308,78.68,pop
I Still Haven't Found What I'm Looking For - Remastered 2007,U2,The Joshua Tree (Deluxe Edition Remastered),U2,277480,0.565,0.764,-9.43,0.0351,0.0139,0.00488,0.079,0.686,100.891,rock
Can You Feel The Love Tonight,Elton John,Greatest Hits,Elton John,240800,0.308,0.305,-10.669,0.0309,0.809,9.55e-5,0.096,0.145,125.243,rock
Yellow Submarine - Remastered 2015,The Beatles,1 (Remastered),The Beatles,158800,0.66,0.557,-9.597,0.03,0.158,0,0.543,0.788,110.743,rock
Coming of Age,Foster The People,Supermodel,Foster The People,280040,0.534,0.955,-4.447,0.0524,0.0219,0.00573,0.322,0.425,130.09,rock
A Matter of Trust,Billy Joel,The Bridge,Billy Joel,248746,0.738,0.662,-8.371,0.0268,0.0589,4.54e-5,0.306,0.88,110.304,rock
Why Can't This Be Love,Van Halen,5150,Van Halen,227693,0.531,0.626,-13.371,0.0452,0.0606,0,0.0767,0.746,88.236,rock
Bow River - 2011 Remastered,Cold Chisel,Circus Animals,Cold Chisel,263432,0.28,0.948,-1.916,0.142,0.057,0,0.331,0.644,176.896,rock
It Girl,Jason Derulo,Future History (Deluxe Edition),Jason Derulo,192200,0.668,0.718,-4.736,0.0605,0.0165,0,0.104,0.345,91.993,pop
Mr. Jones,Counting Crows,August And Everything After,Counting Crows,272293,0.578,0.817,-6.542,0.0363,0.183,3.06e-6,0.285,0.726,141.621,rock
Ebony And Ivory,Paul McCartney,All The Best (UK Version),Paul McCartney,221400,0.633,0.519,-12.885,0.0317,0.144,0,0.105,0.823,80.703,rock
Shallow,"Lady Gaga, Bradley Cooper",Shallow,"Lady Gaga, Bradley Cooper",215733,0.572,0.385,-6.362,0.0308,0.371,0,0.231,0.323,95.799,pop
Carolina in My Mind,James Taylor,Greatest Hits,James Taylor,238573,0.579,0.267,-15.11,0.0348,0.118,5.62e-4,0.132,0.353,74.899,rock
Girl,Destiny's Child,Destiny Fulfilled,Destiny's Child,224146,0.567,0.747,-6.019,0.105,0.31,0,0.04,0.556,89.036,pop
It Girl,Jason Derulo,Future History Platinum Edition,Jason Derulo,192200,0.668,0.718,-4.736,0.0605,0.0165,0,0.104,0.345,91.993,pop
Someday,Sugar Ray,The Sugar Ray Collection,Sugar Ray,242800,0.745,0.682,-4.39,0.0287,0.0105,0.0836,0.21,0.939,110.855,rock
Joy You Bring,Shaggy,Hot Shot,Shaggy,209093,0.742,0.8,-3.779,0.232,0.107,0,0.188,0.745,191.697,pop
Mistake,Stephanie McIntosh,Tightrope,Stephanie McIntosh,200040,0.573,0.877,-2.935,0.0401,0.00191,0,0.105,0.682,136.046,pop
Who Are You,The Who,Who Are You,The Who,381626,0.653,0.631,-11.334,0.0461,0.299,0.00265,0.0627,0.516,156.32,rock
I Was Made For Lovin' You,KISS,Dynasty,KISS,271240,0.768,0.852,-6.215,0.038,0.214,7.36e-5,0.0723,0.867,128.373,rock
That's the Way (I Like It) - 2004 Remaster,KC & The Sunshine Band,KC & the Sunshine Band,KC & The Sunshine Band,185106,0.68,0.877,-10.241,0.0353,0.191,6.56e-4,0.349,0.922,108.674,pop
Kiss Me More (feat. SZA),"Doja Cat, SZA",Kiss Me More (feat. SZA),"Doja Cat, SZA",208866,0.762,0.701,-3.541,0.0286,0.235,1.58e-4,0.123,0.742,110.968,pop
Please Don't Let Me Go,Olly Murs,Olly Murs,Olly Murs,204320,0.671,0.719,-5.945,0.0276,0.377,1.19e-4,0.341,0.857,89.932,pop
Chasing Fire,Lauv,Chasing Fire,Lauv,205267,0.709,0.562,-4.864,0.0724,0.0449,0,0.217,0.386,125.965,pop
Good Times,"Jimmy Barnes, INXS",Mushroom 25 Live,Various Artists,265853,0.405,0.994,-2.171,0.0571,0.00258,0.395,0.596,0.627,156.955,rock
Marry The Night,Lady Gaga,Born This Way (International Special Edition Version),Lady Gaga,264520,0.612,0.877,-4.43,0.064,9.92e-4,0.00563,0.462,0.38,131.068,pop
So Sick,Ne-Yo,In My Own Words,Ne-Yo,207186,0.452,0.574,-8.336,0.31,0.246,0,0.189,0.58,92.791,pop
You Light Up My Life,Debby Boone,You Light Up My Life,Debby Boone,216286,0.333,0.367,-10.06,0.0291,0.831,1.19e-5,0.262,0.0685,77.986,pop
White Horse,Taylor Swift,Fearless,Taylor Swift,234426,0.578,0.34,-8.027,0.0264,0.305,0,0.104,0.223,92.702,pop
Summer Wine,"Nancy Sinatra, Lee Hazlewood",Nancy & Lee,"Nancy Sinatra, Lee Hazlewood",256279,0.321,0.664,-5.902,0.0326,0.447,0,0.138,0.57,139.235,pop
positions,Ariana Grande,positions,Ariana Grande,172324,0.734,0.806,-4.82,0.0881,0.457,0,0.0936,0.616,144.028,pop
You I Know,Jenny Morris,Body & Soul,Jenny Morris,249133,0.511,0.751,-6.303,0.0361,0.0728,0,0.345,0.362,107.643,pop
Live And Let Die,Wings,Pure McCartney,Paul McCartney,193773,0.431,0.513,-10.471,0.0624,0.272,0.00228,0.114,0.226,154.105,rock
Take Me on the Floor,The Veronicas,Hook Me Up,The Veronicas,210480,0.61,0.9,-2.304,0.0453,0.00345,7.86e-6,0.272,0.621,139.969,pop
I Want to Know What Love Is - 2008 Remaster,Foreigner,No End in Sight: The Very Best of Foreigner,Foreigner,295480,0.48,0.529,-7.825,0.0275,0.17,4.27e-6,0.257,0.469,81.527,rock
Turnaround,Kisschasy,Seizures,Kisschasy,223066,0.349,0.618,-5.487,0.0356,7.45e-4,0,0.0936,0.28,177.764,rock
Don't Know Much (with Aaron Neville),"Linda Ronstadt, Aaron Neville",Cry Like a Rainstorm Howl Like the Wind (feat. Aaron Neville),Linda Ronstadt,211973,0.401,0.285,-11.005,0.0327,0.657,1.13e-5,0.158,0.267,130.465,rock
Locked out of Heaven,Bruno Mars,Unorthodox Jukebox,Bruno Mars,233478,0.726,0.698,-4.165,0.0431,0.049,0,0.309,0.867,143.994,pop
Play,Jennifer Lopez,J.Lo,Jennifer Lopez,211493,0.775,0.729,-4.229,0.162,0.0303,0.00247,0.0361,0.895,104.719,pop
Alisha Rules The World,Alisha's Attic,Alisha Rules The World,Alisha's Attic,272266,0.72,0.877,-4.923,0.0347,0.202,0,0.375,0.929,104.16,pop
Substitute,The Who,"Meaty, Beaty, Big And Bouncy",The Who,227266,0.373,0.868,-9.762,0.0398,0.245,2.07e-6,0.0743,0.75,135.832,rock
Standing On The Outside,Cold Chisel,The Best of Cold Chisel - All for You,Cold Chisel,175574,0.389,0.959,-2.34,0.0573,0.0113,1.01e-4,0.327,0.65,160.04,rock
What A Man Gotta Do,Jonas Brothers,What A Man Gotta Do,Jonas Brothers,180644,0.852,0.698,-7.206,0.0629,0.00839,1.03e-6,0.0773,0.324,113.039,pop
Show Me Love - Radio Version,Robyn,Robyn Is Here,Robyn,229226,0.546,0.643,-4.069,0.0437,0.0745,0,0.213,0.704,181.838,pop
Escape,Enrique Iglesias,Escape,Enrique Iglesias,208626,0.775,0.855,-5.323,0.0301,0.0302,4.06e-4,0.125,0.879,125.981,pop
No Particular Place To Go,Chuck Berry,St. Louis To Liverpool,Chuck Berry,163000,0.596,0.791,-8.88,0.0446,0.425,2.95e-4,0.0886,0.98,129.237,rock
Jungle Love,Steve Miller Band,Greatest Hits 1974-78,Steve Miller Band,189293,0.481,0.689,-11.629,0.214,0.167,0.00153,0.739,0.782,144.851,rock
Fight Song,Rachel Platten,Wildfire,Rachel Platten,204013,0.564,0.714,-4.987,0.129,0.0549,0,0.155,0.33,175.924,pop
Shine Ya Light,Rita Ora,ORA,Rita Ora,210840,0.48,0.835,-2.121,0.042,0.017,0,0.372,0.565,145.546,pop
Hold Me,Savage Garden,Affirmation,Savage Garden,291986,0.539,0.72,-8.029,0.0284,0.133,0,0.145,0.502,89.954,pop
Easy,Faith No More,This Is It: The Best of Faith No More,Faith No More,189000,0.498,0.46,-9.243,0.034,0.266,7.99e-4,0.11,0.356,124.578,rock
No One Knows,Queens of the Stone Age,No One Knows (International Version),Queens of the Stone Age,255066,0.518,0.538,-5.818,0.0486,0.0137,3.98e-4,0.141,0.687,170.953,rock
Stand Up For Love (2005 World Children's Day Anthem) - Radio Edit,Destiny's Child,Stand Up For Love (2005 World Children's Day Anthem),Destiny's Child,265960,0.385,0.382,-9.207,0.0407,0.475,3.05e-6,0.188,0.149,103.841,pop
All For You,Sister Hazel,...Somewhere More Familiar,Sister Hazel,218706,0.633,0.754,-6.495,0.0382,0.0316,2.27e-5,0.091,0.641,137.047,pop
Afternoon Delight,Starland Vocal Band,Starland Vocal Band,Starland Vocal Band,193040,0.483,0.439,-11.756,0.0304,0.494,0,0.104,0.767,147.07,rock
Larger Than Life,Backstreet Boys,Millennium,Backstreet Boys,232826,0.661,0.973,-2.994,0.037,0.11,1.74e-5,0.617,0.75,108.037,pop
Rubber Bullets,10cc,10cc,10cc,318853,0.548,0.877,-4.458,0.124,0.0437,1.3e-5,0.0921,0.466,148.799,rock
Miss Freelove '69,Hoodoo Gurus,Electric Soup,Hoodoo Gurus,254117,0.542,0.971,-4.378,0.112,0.1,0.00993,0.131,0.639,131.363,pop
Friends (with BloodPop®),"Justin Bieber, BloodPop®",Friends (with BloodPop®),"Justin Bieber, BloodPop®",189466,0.744,0.739,-5.35,0.0387,0.00459,0,0.306,0.649,104.99,pop
Elenore,The Turtles,The Turtles Present The Battle of the Bands,The Turtles,151306,0.63,0.625,-8.407,0.0375,0.6,1.52e-5,0.24,0.887,122.504,rock
Australia,Gyroscope,Breed Obsession,Gyroscope,229426,0.419,0.743,-4.923,0.0298,0.00928,3.23e-5,0.0823,0.291,92.988,rock
Don't Change,INXS,The Very Best,INXS,266173,0.206,0.808,-6.521,0.0412,5.29e-5,0.0765,0.0859,0.144,163.34,rock
I Told the Brook,Billy Thorpe & The Aztecs,It's All Happening - 23 Original Hits (1964-1975),Billy Thorpe & The Aztecs,193026,0.553,0.194,-15.082,0.0313,0.898,6.32e-6,0.107,0.355,106.575,rock
Love Runs Out,OneRepublic,Native,OneRepublic,224853,0.715,0.931,-3.793,0.0565,0.171,0,0.0757,0.742,120.025,pop
Long Road To Ruin,Foo Fighters,"Echoes, Silence, Patience & Grace",Foo Fighters,224880,0.401,0.888,-3.793,0.0401,3.67e-4,0,0.12,0.365,146.781,rock
Follow The Sun,Evermore,Follow The Sun,Evermore,253536,0.507,0.833,-4.658,0.035,0.0351,0,0.259,0.649,95.978,rock
Take Me To The Clouds Above - LMC Vs. U2 / Radio Edit,"LMC, U2",Take Me To The Clouds Above (LMC Vs. U2 / Remixes),"LMC, U2",171546,0.668,0.905,-5.395,0.038,0.00232,0.0331,0.141,0.667,128.658,rock
When You Were Young,The Killers,Sam's Town,The Killers,220426,0.467,0.988,-3.313,0.112,1.52e-4,0.0484,0.28,0.321,130.435,rock
Express Yourself,Madonna,Celebration (double disc version),Madonna,239093,0.667,0.93,-4.585,0.0608,0.0108,0,0.176,0.893,115.57,pop
